Id,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Response,EnrollmentYears,IsMarried,HouseholdSize,MntPerCapita,Age,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD
48,55761.0,97,4.919980925828125,0.6931471805599453,2.5649493574615367,0.0,1.3862943611198906,3.4965075614664802,1.0986122886681098,2.0,1.0,1.3862943611198906,0,10,1,3,4.353626462145326,60,False,False,True,False,False
49,20587.0,39,1.0986122886681098,1.3862943611198906,1.9459101490553132,1.6094379124341003,0.6931471805599453,2.302585092994046,0.6931471805599453,1.0,1.0,1.0986122886681098,0,10,0,2,4.517993492415703,54,False,False,True,False,False
55,56253.0,83,6.234410725718371,0.0,4.189654742026425,2.0794415416798357,2.4849066497880004,1.791759469228055,1.6094379124341003,2.6457513110645907,1.4142135623730951,2.302585092994046,0,12,1,3,5.593391042813562,61,False,False,True,False,False
67,46423.0,6,4.23410650459726,0.0,2.833213344056216,0.0,0.0,2.1972245773362196,1.3862943611198906,1.4142135623730951,0.0,1.6094379124341003,0,11,0,3,3.0881814753298986,52,False,False,False,True,False
73,51411.0,81,2.70805020110221,0.0,1.3862943611198906,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,1.3862943611198906,0,11,0,4,1.1968729356955115,71,False,False,False,False,True
75,41039.0,32,3.5553480614894135,2.4849066497880004,4.927253685157205,5.19295685089021,4.127134385045092,3.828641396489095,0.6931471805599453,2.8284271247461903,1.0,1.791759469228055,0,11,1,2,12.058120514429508,42,True,False,False,False,False
78,25293.0,51,2.772588722239781,0.0,2.4849066497880004,0.0,1.0986122886681098,2.302585092994046,0.6931471805599453,1.0,1.0,1.0986122886681098,0,11,1,3,2.8862309178966457,55,False,False,True,False,False
87,27733.0,16,0.0,2.0794415416798357,1.791759469228055,3.295836866004329,1.0986122886681098,2.8903717578961645,1.0986122886681098,1.4142135623730951,0.0,1.3862943611198906,0,11,1,3,3.7186739744921646,43,True,False,False,False,False
89,22212.0,49,1.791759469228055,2.302585092994046,3.044522437723423,1.9459101490553132,2.1972245773362196,3.091042453358316,1.0986122886681098,1.4142135623730951,0.0,1.6094379124341003,0,11,1,3,4.791014726565124,49,True,False,False,False,False
92,34176.0,12,1.791759469228055,2.0794415416798357,3.2188758248682006,2.995732273553991,2.70805020110221,3.044522437723423,1.6094379124341003,1.7320508075688772,0.0,1.6094379124341003,0,10,0,2,7.919190874077858,36,False,False,True,False,False
113,30833.0,33,2.4849066497880004,0.0,2.0794415416798357,1.3862943611198906,0.6931471805599453,1.9459101490553132,1.0986122886681098,1.0,0.0,1.3862943611198906,0,11,1,4,2.1474249705507464,73,False,False,True,False,False
115,43456.0,0,5.62040086571715,2.4849066497880004,4.23410650459726,3.258096538021482,2.0794415416798357,2.0794415416798357,1.3862943611198906,2.23606797749979,1.0,2.1972245773362196,0,11,0,2,9.878196820741781,58,False,False,False,True,False
123,67046.0,92,6.300785794663244,3.58351893845611,4.897839799950911,3.1780538303479458,5.0238805208462765,4.68213122712422,1.0986122886681098,2.0,2.23606797749979,1.6094379124341003,0,11,0,2,13.833105055694354,73,False,False,True,False,False
125,53083.0,65,5.375278407684165,2.0794415416798357,3.5263605246161616,1.3862943611198906,0.0,2.6390573296152584,1.9459101490553132,2.23606797749979,1.0,1.791759469228055,0,11,1,4,3.7516080411788284,66,True,False,False,False,False
143,61209.0,73,6.1463292576688975,0.0,5.41610040220442,4.787491742782046,3.912023005428146,4.605170185988092,0.6931471805599453,2.23606797749979,1.7320508075688772,1.6094379124341003,0,11,0,1,24.8671145940716,54,False,False,True,False,False
146,76045.0,78,6.634633357861686,3.9889840465642745,5.993961427306569,2.8903717578961645,4.543294782270004,0.0,0.6931471805599453,2.0,2.23606797749979,2.4849066497880004,0,11,0,1,24.0512453718987,64,False,False,False,False,True
153,23272.0,29,2.995732273553991,1.3862943611198906,1.9459101490553132,1.6094379124341003,1.0986122886681098,2.5649493574615367,0.6931471805599453,1.0,0.0,1.3862943611198906,0,11,0,1,11.600936342292941,71,False,False,True,False,False
158,71604.0,3,5.846438775057725,3.9889840465642745,6.270988431858299,4.59511985013459,4.330733340286331,4.584967478670572,0.6931471805599453,2.8284271247461903,1.7320508075688772,1.791759469228055,1,11,1,2,14.808615961285895,79,False,False,False,False,True
164,28973.0,59,5.332718793265369,0.0,3.8501476017100584,1.3862943611198906,1.0986122886681098,2.5649493574615367,1.0986122886681098,2.23606797749979,1.0,1.791759469228055,0,12,1,2,7.116361201112482,47,False,False,False,False,True
175,71952.0,93,6.48768401848461,4.394449154672439,6.1224928095143865,3.970291913552122,4.68213122712422,4.543294782270004,1.0986122886681098,2.8284271247461903,2.0,2.1972245773362196,0,11,1,3,10.066781301872593,38,False,False,True,False,False
176,67506.0,73,4.51085950651685,3.6635616461296463,4.219507705176107,3.5263605246161616,3.6109179126442243,4.219507705176107,0.6931471805599453,2.0,1.0,1.9459101490553132,0,10,0,2,11.875357500129548,44,True,False,False,False,False
178,62503.0,40,6.171700597410915,0.0,5.267858159063328,4.709530201312334,4.330733340286331,4.770684624465665,1.6094379124341003,2.8284271247461903,1.7320508075688772,2.4849066497880004,0,11,1,3,8.416835640846193,68,False,False,True,False,False
182,44124.0,62,5.652489180268651,0.0,4.02535169073515,0.0,1.9459101490553132,3.970291913552122,1.6094379124341003,2.449489742783178,1.4142135623730951,1.791759469228055,0,11,1,3,5.198014311203745,78,False,False,False,False,True
193,14421.0,81,0.0,0.0,1.0986122886681098,1.3862943611198906,1.3862943611198906,2.1972245773362196,0.6931471805599453,1.0,0.0,1.0986122886681098,0,10,1,2,3.0342127941220554,28,False,True,False,False,False
194,48006.0,55,3.1780538303479458,0.0,2.4849066497880004,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0,0.0,1.3862943611198906,0,10,1,4,2.311619854648014,59,False,False,True,False,False
195,38808.0,21,4.836281906951478,2.8903717578961645,3.970291913552122,1.3862943611198906,2.995732273553991,3.4339872044851463,1.6094379124341003,2.23606797749979,1.0,1.6094379124341003,1,12,0,2,9.756479708779397,52,False,False,True,False,False
199,45183.0,33,5.393627546352362,1.3862943611198906,4.110873864173311,2.5649493574615367,2.302585092994046,2.5649493574615367,0.6931471805599453,2.0,1.0,2.0794415416798357,0,11,0,1,18.323279579562683,62,False,False,False,True,False
202,82032.0,54,5.808142489980444,5.272999558563747,5.934894195619588,5.0106352940962555,4.836281906951478,4.060443010546419,0.0,2.0,2.449489742783178,2.0794415416798357,0,10,0,1,30.923396455757928,76,False,False,False,False,True
203,81169.0,47,7.161622002939187,3.044522437723423,6.419994928147142,4.394449154672439,4.127134385045092,3.332204510175204,0.6931471805599453,2.23606797749979,2.6457513110645907,2.302585092994046,0,11,0,1,28.479927418702488,49,False,False,False,True,False
213,23091.0,98,3.58351893845611,0.0,2.4849066497880004,0.0,0.0,1.0986122886681098,1.6094379124341003,1.4142135623730951,1.0,1.3862943611198906,0,10,0,3,2.389012625637407,61,False,False,False,False,True
217,64857.0,78,6.322565239927284,2.70805020110221,6.576469569048224,5.351858133476067,0.0,3.784189633918261,0.6931471805599453,2.6457513110645907,2.23606797749979,2.3978952727983707,0,12,0,1,24.743132777472045,68,False,False,False,True,False
221,48726.0,90,4.9344739331306915,1.3862943611198906,3.6635616461296463,1.6094379124341003,0.0,4.0943445622221,1.3862943611198906,1.7320508075688772,1.4142135623730951,1.6094379124341003,0,11,1,3,5.229370805012143,69,False,False,True,False,False
231,28839.0,86,3.2188758248682006,0.0,2.0794415416798357,0.0,0.0,0.6931471805599453,1.0986122886681098,1.4142135623730951,0.0,1.3862943611198906,0,10,1,4,1.4978661367769954,68,False,False,False,True,False
232,61559.0,8,5.634789603169249,4.430816798843313,4.48863636973214,3.4965075614664802,2.70805020110221,3.5553480614894135,0.6931471805599453,2.0,1.4142135623730951,2.3978952727983707,0,11,0,2,12.157074297901405,59,False,False,True,False,False
234,15287.0,60,0.6931471805599453,1.0986122886681098,2.1972245773362196,1.6094379124341003,1.3862943611198906,2.6390573296152584,1.0986122886681098,1.0,1.0,1.0986122886681098,1,12,0,2,4.811886824866762,45,False,False,True,False,False
236,34838.0,62,3.367295829986474,3.1780538303479458,3.4011973816621555,3.4011973816621555,2.70805020110221,3.871201010907891,1.3862943611198906,1.4142135623730951,1.0,1.6094379124341003,0,11,1,4,4.981748908917209,73,False,False,True,False,False
238,67309.0,76,6.246106765481563,3.871201010907891,5.204006687076795,5.0106352940962555,4.564348191467836,4.564348191467836,2.772588722239781,3.0,2.449489742783178,2.302585092994046,0,11,1,4,7.365161535124544,57,True,False,False,False,False
241,83844.0,57,6.804614520062624,3.4657359027997265,5.846438775057725,4.330733340286331,3.4657359027997265,5.2574953720277815,0.6931471805599453,2.0,2.0,2.4849066497880004,0,11,1,2,14.585376906516956,72,False,False,True,False,False
246,66480.0,71,5.298317366548036,2.302585092994046,4.060443010546419,3.044522437723423,3.091042453358316,1.9459101490553132,2.0794415416798357,2.0,1.0,2.0794415416798357,0,10,1,4,4.935705127556388,59,False,False,True,False,False
247,36715.0,16,5.153291594497779,2.3978952727983707,4.836281906951478,3.091042453358316,2.6390573296152584,2.833213344056216,1.9459101490553132,2.6457513110645907,1.4142135623730951,1.6094379124341003,1,12,1,3,6.983593967092472,53,False,False,True,False,False
252,41003.0,11,4.820281565605037,4.897839799950911,4.962844630259907,4.276666119016055,3.8066624897703196,4.48863636973214,0.6931471805599453,2.449489742783178,1.4142135623730951,2.1972245773362196,0,11,0,1,27.25293097433437,61,False,False,False,False,True
254,53863.0,4,5.991464547107982,1.6094379124341003,3.4339872044851463,1.9459101490553132,1.6094379124341003,3.4339872044851463,1.3862943611198906,2.6457513110645907,1.0,2.0794415416798357,0,10,1,3,6.008074976667263,69,False,False,True,False,False
255,22263.0,31,2.8903717578961645,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0,0.0,1.3862943611198906,0,10,0,3,1.6958654450774615,73,False,False,True,False,False
257,75032.0,74,6.859614903654202,2.5649493574615367,5.198497031265826,3.871201010907891,2.5649493574615367,2.5649493574615367,1.0986122886681098,2.23606797749979,2.0,2.302585092994046,0,11,1,3,7.874720339404177,65,False,False,False,False,True
263,45576.0,9,4.04305126783455,2.995732273553991,3.4011973816621555,1.0986122886681098,2.70805020110221,3.258096538021482,0.6931471805599453,1.7320508075688772,1.0,1.3862943611198906,1,10,0,1,17.5047399508425,79,False,False,False,False,True
269,46757.0,71,6.656726524178391,3.4339872044851463,5.099866427824199,0.0,3.9512437185814275,4.812184355372417,1.9459101490553132,2.0,2.0,2.0794415416798357,0,12,0,2,11.97700411522079,61,False,False,False,False,True
271,40590.0,30,5.043425116919247,0.0,3.9318256327243257,1.9459101490553132,2.4849066497880004,3.6375861597263857,1.791759469228055,1.7320508075688772,2.0,1.3862943611198906,0,11,0,3,5.681217902737757,55,False,False,True,False,False
273,36138.0,48,4.875197323201151,0.0,2.833213344056216,0.0,0.0,1.791759469228055,1.791759469228055,1.7320508075688772,1.0,1.6094379124341003,0,11,1,4,2.3750425341213557,54,False,False,False,True,False
274,34853.0,75,2.302585092994046,1.3862943611198906,2.772588722239781,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.4142135623730951,0.0,1.3862943611198906,0,11,0,3,3.348329038269942,51,False,False,True,False,False
286,44213.0,48,4.564348191467836,2.4849066497880004,3.58351893845611,0.0,1.6094379124341003,2.0794415416798357,1.6094379124341003,1.4142135623730951,1.0,1.791759469228055,0,11,0,3,4.7738844112752945,72,False,False,True,False,False
291,72940.0,13,5.209486152841421,4.31748811353631,5.700443573390687,5.093750200806762,5.0106352940962555,4.762173934797756,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.9459101490553132,0,11,1,2,15.046988634734596,54,False,False,True,False,False
295,81217.0,77,6.202535517187923,4.2626798770413155,5.783825182329737,4.990432586778736,3.713572066704308,4.442651256490317,0.6931471805599453,1.7320508075688772,2.6457513110645907,2.4849066497880004,0,11,0,1,29.395696486532337,35,False,False,True,False,False
304,22944.0,67,2.995732273553991,1.3862943611198906,2.995732273553991,1.6094379124341003,1.791759469228055,3.295836866004329,1.3862943611198906,1.7320508075688772,0.0,1.3862943611198906,0,11,0,2,7.037396577947177,43,False,False,False,True,False
309,63342.0,48,6.823286122355687,3.091042453358316,4.77912349311153,2.6390573296152584,2.3978952727983707,3.091042453358316,1.3862943611198906,2.8284271247461903,1.7320508075688772,1.791759469228055,0,12,1,3,7.607149041532494,63,False,False,False,False,True
310,61872.0,81,5.802118375377063,1.791759469228055,5.075173815233827,3.6109179126442243,3.332204510175204,2.833213344056216,1.6094379124341003,2.0,2.0,2.302585092994046,0,11,1,3,7.481795808904862,54,False,False,False,True,False
313,73455.0,98,6.804614520062624,4.127134385045092,6.630683385642372,5.231108616854587,5.099866427824199,3.044522437723423,0.6931471805599453,2.449489742783178,2.23606797749979,2.3978952727983707,0,11,0,1,30.937929773152298,56,False,False,True,False,False
322,42554.0,93,3.4011973816621555,0.6931471805599453,2.4849066497880004,0.0,0.0,0.0,1.0986122886681098,1.4142135623730951,0.0,1.3862943611198906,0,11,1,4,1.6448128030025253,46,False,False,True,False,False
326,51148.0,38,5.4638318050256105,1.9459101490553132,3.828641396489095,2.1972245773362196,2.302585092994046,2.5649493574615367,1.6094379124341003,2.23606797749979,1.0,1.9459101490553132,0,11,1,4,4.575785594590455,51,False,False,True,False,False
332,47743.0,56,5.293304824724492,1.0986122886681098,3.784189633918261,0.0,2.5649493574615367,3.044522437723423,1.3862943611198906,2.0,1.0,1.9459101490553132,0,11,1,3,5.261859514165274,67,False,False,True,False,False
339,57091.0,82,6.137727054086234,0.0,3.2188758248682006,1.9459101490553132,0.0,1.6094379124341003,1.0986122886681098,3.0,1.4142135623730951,1.791759469228055,1,12,1,3,4.303983646814616,52,False,False,False,False,True
340,72967.0,1,5.0689042022202315,3.58351893845611,5.19295685089021,0.0,0.0,4.836281906951478,1.0986122886681098,2.6457513110645907,1.4142135623730951,2.1972245773362196,1,12,0,2,9.340830949259015,54,False,False,True,False,False
347,40780.0,30,5.438079308923196,3.332204510175204,4.276666119016055,2.6390573296152584,1.3862943611198906,3.5553480614894135,1.6094379124341003,2.6457513110645907,1.0,1.791759469228055,0,12,0,2,10.31382484516951,48,False,False,True,False,False
359,48070.0,33,5.924255797414532,2.70805020110221,4.430816798843313,1.9459101490553132,2.302585092994046,2.995732273553991,1.3862943611198906,2.8284271247461903,1.4142135623730951,1.9459101490553132,0,11,1,3,6.769116770987801,74,False,False,True,False,False
361,43142.0,84,1.791759469228055,0.6931471805599453,2.0794415416798357,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.0,0.0,1.0986122886681098,0,10,1,4,1.991386393282498,55,False,False,False,True,False
367,36550.0,74,3.871201010907891,4.51085950651685,4.553876891600541,4.820281565605037,4.6443908991413725,4.795790545596741,1.791759469228055,3.0,1.0,1.791759469228055,0,11,1,3,9.065466806456145,46,True,False,False,False,False
368,40049.0,61,4.5217885770490405,4.189654742026425,3.970291913552122,2.3978952727983707,3.8066624897703196,3.367295829986474,1.3862943611198906,1.7320508075688772,1.4142135623730951,1.9459101490553132,0,12,1,3,7.417862941727584,50,False,False,True,False,False
375,76773.0,79,6.248042874508429,4.04305126783455,6.1092475827643655,4.465908118654584,3.5263605246161616,2.833213344056216,0.6931471805599453,1.4142135623730951,1.4142135623730951,2.4849066497880004,0,11,0,1,27.225823712434305,70,False,False,True,False,False
378,52531.0,68,5.648974238161206,4.727387818712341,5.0238805208462765,3.9512437185814275,4.290459441148391,4.836281906951478,1.0986122886681098,2.6457513110645907,1.4142135623730951,2.3978952727983707,0,12,1,2,14.239113822200558,53,False,False,True,False,False
380,64497.0,17,7.065613363597717,3.8918202981106265,5.771441123130016,3.7612001156935624,3.4965075614664802,5.262690188904886,1.791759469228055,3.3166247903554,2.0,2.302585092994046,1,12,0,2,14.624636325451643,70,False,False,True,False,False
387,7500.0,59,1.9459101490553132,2.833213344056216,2.4849066497880004,2.4849066497880004,0.6931471805599453,2.833213344056216,0.6931471805599453,1.4142135623730951,0.0,1.3862943611198906,0,12,1,2,6.637648658651846,48,False,True,False,False,False
405,41638.0,68,5.755742213586912,0.0,3.4657359027997265,1.6094379124341003,0.0,4.5217885770490405,1.6094379124341003,2.23606797749979,2.23606797749979,1.3862943611198906,0,11,0,2,7.676352302934889,60,False,False,True,False,False
425,55357.0,66,5.926926025970411,4.174387269895637,4.762173934797756,4.442651256490317,3.258096538021482,4.174387269895637,1.3862943611198906,2.449489742783178,1.4142135623730951,2.4849066497880004,0,11,1,4,6.68465557376781,39,False,False,True,False,False
433,61331.0,42,6.282266746896006,1.791759469228055,3.871201010907891,0.0,1.791759469228055,3.7376696182833684,1.791759469228055,3.3166247903554,1.0,1.9459101490553132,0,11,0,3,5.824885438181124,66,False,False,False,True,False
437,75012.0,41,5.68697535633982,4.962844630259907,5.389071729816501,5.10594547390058,4.07753744390572,5.0238805208462765,0.6931471805599453,1.7320508075688772,2.8284271247461903,2.4849066497880004,0,10,0,1,30.246255155068802,48,False,False,False,True,False
448,54880.0,57,5.733341276897746,4.454347296253507,4.927253685157205,4.634728988229636,3.828641396489095,4.77912349311153,1.0986122886681098,2.449489742783178,1.4142135623730951,2.4849066497880004,0,11,0,2,14.17871806806936,46,False,False,False,False,True
450,42315.0,90,4.219507705176107,2.772588722239781,4.394449154672439,2.8903717578961645,2.4849066497880004,4.394449154672439,1.3862943611198906,1.0,2.0,1.6094379124341003,0,11,1,3,7.052091048148312,66,False,False,False,True,False
451,9255.0,91,2.302585092994046,0.0,2.0794415416798357,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,1.0,1.0,1.0986122886681098,0,11,0,2,3.545038417888046,35,False,False,True,False,False
453,35340.0,1,3.332204510175204,0.0,2.5649493574615367,0.0,0.6931471805599453,1.791759469228055,1.0986122886681098,1.4142135623730951,0.0,1.3862943611198906,0,10,0,3,2.7940201724749136,68,False,False,False,False,True
454,69508.0,48,6.715383386334681,3.4965075614664802,5.093750200806762,3.7612001156935624,3.4965075614664802,3.784189633918261,1.0986122886681098,3.3166247903554,2.0,2.4849066497880004,0,12,1,3,8.782512819895407,44,False,False,True,False,False
455,51012.0,86,4.634728988229636,2.302585092994046,4.1588830833596715,1.0986122886681098,2.302585092994046,3.2188758248682006,0.6931471805599453,2.0,1.0,1.6094379124341003,0,11,1,2,8.858135185556854,78,False,False,False,False,True
456,7500.0,96,0.6931471805599453,2.4849066497880004,1.791759469228055,1.6094379124341003,1.9459101490553132,2.302585092994046,1.0986122886681098,1.4142135623730951,0.0,1.3862943611198906,0,11,1,3,3.6092488180198203,38,True,False,False,False,False
460,79930.0,72,6.675823221634848,4.465908118654584,6.608000625296087,4.219507705176107,3.9512437185814275,2.8903717578961645,0.6931471805599453,1.7320508075688772,2.23606797749979,2.1972245773362196,0,12,1,2,14.405427573619608,52,False,False,False,False,True
466,65275.0,9,5.963579343618446,2.70805020110221,5.389071729816501,4.5217885770490405,2.70805020110221,3.091042453358316,0.6931471805599453,2.0,1.7320508075688772,2.6390573296152584,0,11,1,2,12.190791253023361,80,False,False,True,False,False
477,83512.0,31,6.966967138613983,4.127134385045092,6.728628613084702,4.394449154672439,3.044522437723423,4.624972813284271,0.6931471805599453,2.0,2.6457513110645907,2.3978952727983707,1,10,1,2,14.943337271211954,38,False,False,True,False,False
486,84219.0,27,6.075346031088684,4.927253685157205,5.993961427306569,3.828641396489095,4.927253685157205,3.828641396489095,0.6931471805599453,1.7320508075688772,2.0,2.3978952727983707,0,10,1,2,14.790548810843926,36,False,False,True,False,False
492,48432.0,3,5.777652323222656,1.3862943611198906,3.9318256327243257,1.6094379124341003,1.3862943611198906,3.7612001156935624,1.791759469228055,2.6457513110645907,1.0,1.9459101490553132,0,12,0,2,8.926352353157213,51,False,False,False,False,True
498,30015.0,28,3.258096538021482,0.0,3.1354942159291497,1.0986122886681098,1.3862943611198906,1.791759469228055,1.0986122886681098,1.0,0.0,1.6094379124341003,0,10,0,2,5.335128436483343,54,False,False,True,False,False
500,96876.0,79,6.812345094177479,3.784189633918261,6.601230118728877,3.713572066704308,5.272999558563747,3.091042453358316,0.6931471805599453,2.6457513110645907,2.6457513110645907,2.302585092994046,1,11,1,2,14.637689462725495,47,False,False,True,False,False
503,20559.0,88,2.6390573296152584,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.0,2.0794415416798357,1.0986122886681098,1.4142135623730951,0.0,1.3862943611198906,0,11,1,3,3.399712598212362,39,False,False,False,True,False
520,34421.0,81,1.3862943611198906,1.3862943611198906,2.0794415416798357,1.9459101490553132,1.0986122886681098,2.302585092994046,0.6931471805599453,1.0,0.0,1.0986122886681098,0,11,1,3,3.399712598212362,50,False,False,True,False,False
521,54006.0,42,5.1647859739235145,4.356708826689592,5.318119993844216,1.9459101490553132,3.2188758248682006,4.584967478670572,1.0986122886681098,2.8284271247461903,1.0,2.0794415416798357,0,12,1,3,8.196456082350467,39,False,False,True,False,False
523,37155.0,51,3.1780538303479458,0.0,3.295836866004329,2.0794415416798357,2.772588722239781,1.3862943611198906,0.6931471805599453,1.4142135623730951,0.0,1.6094379124341003,0,11,1,3,4.237405107130594,35,False,False,True,False,False
524,22634.0,47,1.0986122886681098,3.1780538303479458,2.4849066497880004,2.1972245773362196,1.9459101490553132,3.8501476017100584,0.6931471805599453,1.4142135623730951,1.0,1.0986122886681098,0,11,1,2,7.377427548452824,58,False,True,False,False,False
528,65819.0,99,5.5909869805108565,3.6635616461296463,6.553933404025811,5.0106352940962555,5.111987788356544,4.1588830833596715,0.6931471805599453,2.23606797749979,2.0,2.3978952727983707,0,12,1,2,15.044994098239393,46,False,False,True,False,False
531,57333.0,55,6.848005274576363,2.70805020110221,5.986452005284438,4.343805421853684,4.07753744390572,5.176149732573829,2.4849066497880004,2.8284271247461903,2.23606797749979,2.302585092994046,1,12,0,2,14.570000039648122,70,False,False,False,False,True
535,81361.0,18,5.099866427824199,3.1780538303479458,6.052089168924417,3.332204510175204,4.189654742026425,4.343805421853684,0.6931471805599453,1.7320508075688772,3.1622776601683795,2.6390573296152584,0,10,0,1,26.195674101151877,37,False,False,True,False,False
538,46107.0,78,3.4657359027997265,2.302585092994046,3.332204510175204,2.833213344056216,2.302585092994046,3.5263605246161616,0.6931471805599453,1.0,1.0,1.6094379124341003,0,10,0,2,8.881342233817701,35,False,False,True,False,False
544,62820.0,51,5.988961416889864,4.127134385045092,5.583496308781699,4.9344739331306915,4.127134385045092,3.9889840465642745,0.6931471805599453,1.7320508075688772,2.0,1.9459101490553132,0,11,1,2,14.375092237728357,70,False,False,True,False,False
550,62335.0,87,5.497168225293202,4.882801922586371,5.384495062789089,4.454347296253507,1.9459101490553132,3.295836866004329,1.0986122886681098,1.7320508075688772,1.7320508075688772,2.6390573296152584,0,11,0,2,12.730279760990905,72,False,False,True,False,False
564,56937.0,81,6.616065185132817,2.1972245773362196,4.836281906951478,2.4849066497880004,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.8284271247461903,2.449489742783178,2.302585092994046,1,12,1,3,6.842975824626984,43,False,False,False,False,True
569,90273.0,32,6.558197802812269,4.867534450455582,6.74993119378857,4.795790545596741,4.31748811353631,4.718498871295094,0.6931471805599453,2.23606797749979,2.449489742783178,2.0794415416798357,1,11,0,1,32.00744097748457,33,False,False,True,False,False
574,42523.0,96,2.70805020110221,3.6109179126442243,2.4849066497880004,1.3862943611198906,3.295836866004329,3.58351893845611,0.6931471805599453,1.0,1.0,1.6094379124341003,0,10,1,2,8.534762464557382,60,False,False,True,False,False
577,26907.0,10,2.302585092994046,0.6931471805599453,2.0794415416798357,0.0,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.0,0.0,1.3862943611198906,0,11,1,4,1.8900201162554569,48,True,False,False,False,False
590,78579.0,35,6.705639094860003,4.204692619390966,6.309918278226516,5.37989735354046,4.204692619390966,4.605170185988092,0.6931471805599453,2.23606797749979,2.449489742783178,1.6094379124341003,1,12,0,1,31.410010151397003,54,False,False,False,True,False
591,66033.0,76,5.683579767338681,3.58351893845611,5.19295685089021,3.8501476017100584,4.0943445622221,4.189654742026425,1.0986122886681098,2.8284271247461903,1.7320508075688772,2.0794415416798357,0,11,0,2,13.297101231321793,67,False,False,True,False,False
606,25930.0,87,1.9459101490553132,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,1.0,0.0,1.0986122886681098,0,11,0,3,2.1485732731285263,57,False,False,True,False,False
607,41769.0,31,5.713732805509369,3.4011973816621555,4.882801922586371,3.4965075614664802,0.0,3.332204510175204,1.9459101490553132,2.8284271247461903,1.0,2.0794415416798357,0,11,0,2,10.413222090699788,69,True,False,False,False,False
